instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.29437666,-76.61624543,,,,﻿jas_whitfield_901,﻿Most Rev.,﻿Jas. Whitfield,﻿D. D.,,,,,,,1834,﻿https://americasfirstcathedral.org/history-architecture ; Baltimore Basilica - a Short History - YouTube ; https://en.wikipedia.org/wiki/Basilica_of_the_National_Shrine_of_the_Assumption_of_the_Blessed_Virgin_Mary,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.29437666,-76.61624543,,,,﻿ed_damphoux_901,﻿Rev.,﻿Ed. Damphoux,﻿D.D.,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.29437666,-76.61624543,,,,﻿p_schreiber_901,﻿Rev.,﻿P. Schreiber,,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.29437666,-76.61624543,,,,﻿c_i_white_901,﻿Rev.,﻿C. I. White,,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.292778,-76.615278,,,,﻿jas_whitfield_901,﻿Most Rev.,﻿Jas. Whitfield,﻿D. D.,,,,,,,1834,﻿https://en.wikipedia.org/wiki/St._Peter%27s_Pro-Cathedral,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿ed_damphoux_901,﻿Rev.,﻿Ed. Damphoux,﻿D.D.,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿pet_schreiber_901,﻿Rev.,﻿P. Schreiber,,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿c_i_white_901,﻿Rev.,﻿C. I. White,,,,,,,,1834,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0002,﻿church,"﻿St. Patrick's, F.P.",English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.29088737,-76.59025713,,,,﻿nic_kerney_901,﻿Rev.,﻿Nicholas Kerney,,,,,,,,1834,﻿https://en.wikipedia.org/wiki/St._Michael%27s_Church_Complex ; https://ministryofbrewing.com/ ; https://www.mdhistory.org/resources/saint-patricks-church/#gallery,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,English,﻿German Church,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.29284133,-76.61798801,,,,﻿lew_de-barth_901,﻿Rev.,﻿Lewis de Barth,,,,,,,,1834,﻿https://stmarys.edu/wp-content/uploads/2014/04/closed_cemeteries.pdf,,,,﻿,﻿,﻿Baltimore,Baltimore
