instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿cin.oh.0001,﻿cathedral,﻿Cathedral of St. Peter,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,﻿OH,39.10362294,-84.5091434,,,,﻿john_b_purcell_901,﻿Right Rev.,﻿John B. Purcell,﻿D.D.,,,,,,,1836,﻿https://en.wikipedia.org/wiki/Cathedral_Basilica_of_St._Peter_in_Chains,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0001,﻿cathedral,﻿Cathedral of St. Peter,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.10362294,-84.5091434,,,,﻿s_h_montgomery_901,﻿Rev.,﻿S. H. Montgomery,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0001,﻿cathedral,﻿Cathedral of St. Peter,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.10362294,-84.5091434,,,,﻿e_t_collins_901,﻿Rev.,﻿E. T. Collins,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,,,,,﻿Cincinnati,﻿Cincinnati,﻿OH,﻿OH,39.09989682,-84.52362173,,,,﻿hen_d_juncker_901,﻿Rev.,﻿Henry D. Juncker,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,,,,,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,﻿mat_wurtz_901,﻿Rev.,﻿Matthias Wurtz,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,,,,,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,﻿Rev.,﻿John M. Henni,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,﻿Au-Glaize and Blanchard's River Settlement,,,,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,﻿j_w_hortsman_901,﻿Rev.,﻿J. W. Hortsman,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,﻿Au-Glaize and Blanchard's River Settlement,,,,﻿Beechland,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,,,,,﻿no resident clergyman at present,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿Holy Trinity,﻿German,,﻿Au-Glaize and Blanchard's River Settlement,,,,﻿Canton,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,,,,,﻿no resident clergyman at present,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿St. Fidelis,﻿German,,﻿Au-Glaize and Blanchard's River Settlement,,﻿Carroll County,,﻿Morges,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,,,,,﻿no resident clergyman at present,,,,,1836,﻿https://rosetownshipohio.com/wp-content/uploads/2019/03/Rose-Township-History.pdf,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿St. Fidelis,﻿German,﻿no Ch. yet erected,﻿Au-Glaize and Blanchard's River Settlement,,﻿Carroll County,,﻿Cleveland,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,﻿Rev.,﻿John Dillon,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿St. Fidelis,﻿German,﻿Ch. not yet built,﻿Au-Glaize and Blanchard's River Settlement,,﻿Carroll County,,﻿Dayton,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,﻿em_thierpont_901,﻿Rev.,﻿Em. Thierpont,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005,﻿church,﻿St. Fidelis,﻿German,﻿Ch. not yet built,﻿Au-Glaize and Blanchard's River Settlement,,﻿Darke County,,﻿Greenville,﻿Cincinnati,﻿OH,,39.09989682,-84.52362173,,,,,﻿Rev.,﻿J. W. Hortsman,,,,,,,,1836,,,,﻿,﻿,﻿Cincinnati,Cincinnati
