instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿mob.al.0001,﻿cathedral,not recorded,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,30.6901203,-88.0458984,,,,﻿mic_portier_901,﻿Right Rev.,﻿Michael Portier,﻿D.D.,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001,﻿cathedral,not recorded,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.6901203,-88.0458984,,,,﻿m_loras_901,﻿Very Rev.,﻿M. Loras,﻿D.D.,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001,﻿cathedral,not recorded,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.6901203,-88.0458984,,,,﻿jam_lesne_901,﻿Rev.,﻿James Lesne,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9001,﻿church,﻿St. Joseph's,English,,,,,,﻿Springhill,﻿Mobile,﻿AL,﻿AL,30.6901203,-88.0458984,,,,﻿joh_bazin_901,﻿Rev.,﻿J. Bazin,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0022,﻿church,﻿St. Peter's,English,,,,,﻿Montgomery County,﻿Montgomery,﻿Montgomery,﻿AL,﻿AL,32.3754699,-86.3058448,,,,﻿g_chalon_901,﻿Rev.,﻿G. Chalon,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9002,﻿church,not recorded,English,,,,,,﻿Moulton,﻿Moulton,﻿AL,﻿AL,32.3754699,-86.3058448,,,,﻿p_mauvernay_901,﻿Rev.,﻿P. Mauvernay,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9003,﻿church,not recorded,English,,,,,,﻿Mount Vernon,﻿Mount Vernon,﻿AL,﻿AL,31.08636548,-88.00993023,,,﻿visited by Rev. M. Loras,﻿m_loras_901,﻿Rev.,﻿M. Loras,,,,,,,,1836,"﻿https://en.wikipedia.org/wiki/Mount_Vernon,_Alabama",,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9004,﻿church,not recorded,English,,,,,,﻿Rayou Battery,﻿Bayou La Batre,﻿AL,﻿AL,30.40428461,-88.24811635,,,﻿visited by Rev. M. Loras,﻿m_loras_901,﻿Rev.,﻿M. Loras,,,,,,,,1836,"﻿https://en.wikipedia.org/wiki/Bayou_La_Batre,_Alabama",,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9005,﻿academy,not recorded,English,,,,,,﻿Summerville,﻿Somerville,﻿AL,﻿AL,34.47,-86.798889,,,,﻿jam_lesne_901,﻿Rev.,﻿J. Lesne,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0001,﻿academy,not recorded,English,,,,,﻿St. Johns County,﻿St. Augustine,﻿St. Augustine,﻿FL,﻿FL,29.8931024,-81.31244863,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
